Volume,Text No.,Text Title,Match with T Text? (1=yes 0=no 2 = ref),Quote in LS,Ch. in T Text,Quote in T Text,P. No. in T Text,UID,Start Index T,End Index T,Start Index LS,End Index LS
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_thog ma'i ka dag ye shes lnga:_de la dbyer med sku lnga ste:_de gsal 'od lnga de yul lnga:_rlung lnga bskyod pa'i 'byung ba lnga: 'byung lnga de ni dngas ma lnga:_de la phung po'i dngas ma lnga:_yi ge mkha' 'gro shes rab lnga:_zhes so:_,,,,85644,0,0,396697,396949
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_thog mtha' bar gsum sangs rgyas kyi dgongs pa sku gsum ye shes lnga'i bdag nyid du 'khrul dang 'khrul med par bstan pa'o:,,,,12699,0,0,400248,400385
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las lus la ye shes kun khyab kyang :_rtsa lnga'i dbus na dngas ma yi:_thig le thabs dang shes rab tshul: lngar gnas khyad par tsit+ta'i nang :_dar dkar rtsa yi 'brel thag la:_ye shes mig gi tshul du gnas:_zhes so:_,,,,84823,0,0,401867,402092
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las rat+na zur brgyad snying dkyil na:_kun khyab ye shes ngo bo ni:_sa bon yi ge'i tshul du gnas: zhes so:_,,,,65902,0,0,402867,402985
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_ye shes ma rig 'khrul pa las:_'byung bzhi'i dngas ma ye shes 'dres:_ngar 'dzin rkyen gyis sha lus grub:_ye shes tsit+ta'i snying nang du: thig le dag dang mnyam du gnas:_rtsa sgor gsal tsam ma yin par:_nang gsal sha khrag rgya yis gtums:_rtsa la gnas pa'i ye shes de:_rkyen gyis nyams su blangs pas na:_lhag med dag tu mya ngan 'da':_zhes so:,,,,45492,0,0,409167,409525
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_ye shes snying gi dkyil na gnas:_dar dkar skud pa lta bu yi:_rtsa yi lam la snang bar byed:_ces so:,,,,34926,0,0,411192,411307
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,1,da sgo la snang ba'i rig pa de:_yul gar gsal ba ni:_klong gsal las:_rkyen bral gsum la gsal bar 'gyur:_zhes pas:,17,yul mkha' rkyen dang bral ba dang /_/gnas nyid rkyen dang bral ba'o/_/rkyen bral gsum las 'char bar 'gyur,,62989,69432,69537,413680,413792
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_rig pa ye shes lu gu rgyud:_ye nas gzhi la gnas mod kyang :_bar du rkyen med rkyen gyis bsal:_ces pas:,,,,31071,0,0,415233,415351
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_mtshan nyid ldan pa'i slob ma la: mtshan nyid ldan pa'i bla ma yis:_dbang gis smin par byas nas su:_dben pa'i gnas su bya ba btang :_rkyen bral bzhi yi yul la ni:_mi 'gul gsum gyis nyams su blang :_zhes pas:,,,,80960,0,0,416740,416963
5,32,snying thig chen mo'i rgyab chos kyi rtsa ba bdog go,0,klong gsal las:_'od lnga'i snang ba bar dor 'char:_de nyid ngo shes zug rngu bral:_rig pa rdo rje lu gu rgyudaH: mthong ba tsam gyis shes pa dang :_shes pa tsam gyis grol bar 'gyur:_ces so:_,,,,20837,0,0,423495,423685
5,32,"snying thig chen mo'i rgyab chos kyi rtsa ba bdog go
",2,kun tu bzang po klong gsal nyi ma'i rgyud bcu bdun rgyud dang bcas pa gsungs:,,,,59822,0,0,424371,424448
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las: ston pa thugs rje chen po yis:_'dul byed theg pa mang gsungs kyang :_yang gsang rdzogs pa chen por 'dus:_zhes so:,18,ston pa thugs rje chen po yis/_/gdul byed theg pa mang gsung yang /_/yang gsang rdzogs [61] pa chen por 'dus/_/,,67667,60716,60827,428996,429125
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_ngo bo ka dag ye shes ni: ma rig rtog pa kun dang bral:_rang bzhin lhun grub ye shes ni:_stong gsal rang mdangs nyid du gnas:_thugs rje kun khyab ye shes ni:_'gag med snang stong gnyis su gnas:_zhes pa dang :_,18,ngo bo ka dag ye shes te/_/ma rig rtog pa kun dang bral/_/rang bzhin lhun grub ye shes ni|_|stong gsal rang mdangs nyid du gnas/_/thugs rje kun khyab ye shes ni/_/'gag med stong pa nyid du gnas/_/,,82319,62614,62810,434139,434364
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_dang por ma rig dug las byung :_zhes pas:_,18,dang po ma rig drug las byung /,,74633,63293,63324,438232,438290
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_thog ma'i rig rtsal ye shes lnga:_ma rig 'khrul pas 'byung bar grub:_des na lus 'di sangs rgyas dngos:_ye shes chen po'i 'byung gnas nyid:_lus can kun la bzang ngan med:_bde gshegs ngo bo 'gro kun la:_til la maRa bzhin khyab par gnas:_ma rig grol tshe 'byung ba'i lus:_lhag med ye shes ngang du ldog:_ces pas:_,18,thog ma'i rig rtsal ye shes lnga/_/ma rig 'khrul pa 'byung bar 'gyur/_/de ltar lus ni sangs rgyas dngos/_/ye shes chen po'i 'byung gnas nyid/_/lus can kun la bzang ngan med/_/bder gshegs ngo bo 'gro kun la/til la mar gyi khyab bzhin gnas/_/ma rig grol tshe 'byung ba'i dus/_/lhag med ye shes ngang du bzlog_/,,89664,65551,65859,316865,317191
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_sems can kun rig dri ma med:_phung po 'byung ba yab yum lnga:_rtsa khams skye mched sems dpa'i tshogs:_srid gsum dkyil 'khor rang lus rdzogs:_zhes pa dang :,18,sems can kun rig dri ma med/_/phung po 'byung ba yab yum lnga/_/rtsa khams skye mched lha'i tshogs/_/srid gsum dkyil 'khor rang lus rdzogs/_/,,39392,66075,66216,444284,444456
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_mngal zhugs 'byung ba lnga ldan te:_zla ba bcu ni sa bcu'i tshul:_skyes pa rang bzhin sprul pa'i sku:_lhun grub sku gsum bdag nyid do:_zhes so:,18,mngal zhugs byang chub rnam lnga ste/_/zla_rgyu ba dgu ni sa bcu'i tshul/_/skyes pa rang bzhin sprul pa'i sku/_/lhun grub sku gsum bdag nyid do/_/,,13787,103826,103972,444688,444847
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rang byung rig pa'i rang rtsal las:_sku lnga dang ni ye shes lnga:_rigs lnga 'od lnga rlung lnga ni:_shes rab lnga la sogs par gnas:_zhes pas:_,18,rang byung rig pa'i rang rtsal las/_/sku lnga dang ni ye shes lnga/_/rigs lnga 'od lnga rlung ni lnga/_/shes rab lnga la sogs par gnas/_/,,75996,66491,66628,445460,445619
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa'i yon tan 'od lngar gsal:_ces so:_yang rang gi rig pa nyid rlung lnga ltar 'byung ste:,18,rig pa'i yon tan 'od lngar gsal/,,10618,66738,66770,446168,446277
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa'i rtsal las ye shes gsum:_ngo bo stong pa'i ye shes dang :_rang bzhin gsal ba'i ye shes dang :_thugs rje kun khyab ye shes so:_zhes so:_,18,rig pa'i rtsal la ye shes gsum/_/ngo bo stong pa'i ye shes dang /_/rang bzhin gsal ba'i ye shes dang /_/thugs rje kun khyab ye shes gsum/_/,,91080,66772,66911,320102,320261
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las: dmigs su med pa chos sku'i 'od:_ma 'gags gsal ba longs sku'i 'od: snang ba sna tshogs sprul sku'i 'od:_ces so:_,18,dmigs su med pa chos sku'i 'od// [67] ma 'gags gsal ba longs sku'i 'od/_/snang ba sna tshogs sprul pa'i sku/_/,,59563,66950,67060,446943,447070
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_sems ni dran tsam rig pa'i rtsal:_snang shes dag tu gyur tshad kun:_rig pa nyid las logs pa med:_ces so:,18,sems ni dran sems rig pa'i rtsal/_/snang shes dag tu 'gyur tshad kun/_/rig pa nyid ni log na med/_/,,39751,67094,67193,447854,447974
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_snying dang rtsa dang dung khang dang :_mig dang bzhi yi gzhal yas na:_ye shes chen po de na gnas: zhes pa dang :_,18,snying dang rtsa dang dung khang dang /_/mig dang bzhi'i gzhal yas khang na/_/ye shes chen po de na gnas/_,,72885,67295,67401,448833,448963
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_sems can kun gyi lus kyi nang :_tsit+ta dung khang rtsa nang sgo:_de ni rig pa'i gnas yin no:_zhes pa dang :,18,sems can kun gyi lus kyi nang /_/tsit+ta rtsa nang dung khang sgo/_/de ni rig pa'i gnas yin no/_/,,54540,67402,67499,449301,449425
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rin chen lus kyi gnas de na:_ngo bo stong gsal sku ru gnas:_rang bzhin gsal stong ti la 'od:_thugs rjes snang stong sgron mar gnas:_zhes pas,18,rin chen lus kyi gnas de na/_/ngo bo stong gsal sku ru gnas/_/rang bzhin gsal stong de la 'od/_/thugs rje sna tshogs sgron mar gnas|_|,,39400,67530,67664,449708,449864
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rang rig ngo bo skur gnas te:_gsal la rang bzhin ma grub pa:_snying nang yab yum zhi ba'i tshul:_dung_ khang khro bo'i tshul du gnas:_zhes pa dang :,18,rang rig ngo bo skur gnas te/_/gsal la rang bzhin lhun grub pas/_/snying nang yab yum zhi ba'i tshul/_/dung khang khro bo'i tshul du gnas/_,,26938,67664,67803,450055,450219
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_lus la gnas pa'i rig pa yang :_phyi ltar zhi khro'i rang bzhin la:_nang ltar DAk+ki yab yum mo:_zhes so,18,lus la gnas pa'i rim pa yang |_|phyi ltar zhi khro'i rang bzhin las/_/nang ltar d+hA ki yab yum mo/_/,,22424,67804,67905,451202,451321
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa'i sku yi rang mdangs ni:_rtsa yi nang na thig le dang :_'od zer lta bur gnas pa 'o:_zhes so:,18,rig pa sku'i rang mdangs las/_/rtsa'i nang na thig le dang /_'od zer lta bur gnas pa'o/,,98551,68060,68147,452272,452387
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa sku yi rang mdangs 'od:_rtsa yi nang na nyi zer bzhin: dbang po'i sgo la nges thon te:_thugs rje'i sgron ma nam mkha'i mthongs su gsal:_ces so:_,18,rig pa sku'i rang mdangs las/_/rtsa'i nang na thig le dang /_'od zer lta bur gnas pa'o/,,76536,68060,68147,452660,452827
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rig pa'i sku ni bum sku 'dra:_ye shes bum pa'i mar me 'dra:_thugs rje me long dngos ltar gsal:_longs spyod sku la sku gsung thugs:_yon tan dang ni phrin las sogs:_sku ni snang la rang bzhin med: ces so:,18,rig pa'i sku ni bum sku 'dra/_/ye shes bum pa'i mar me 'dra/_/thugs rje me long ngos ltar gsal/_/longs spyod sku la sku gsung thugs/_/yon tan dang ni phrin las so/_/sku ni snang la rang bzhin med/_/,,58495,68451,68649,453316,453534
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_'khor lo lnga yi dbus dag na:_ro ma rkyang ma kun d+haRa maH dbang po'i sgo la zug par gnas:_zhes so:_,31,khor lo lnga po de'i dbus/_/ro rkyang dbu ma gsum po ni/_/ka ba'i tshul du drang por gnas/_,,19358,105344,105435,454129,454247
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_rtsa yi gtso bo gsum las ni:_yal ga grangs las 'das pa gyes:_thad sor dbang po'i sgo rten byed:de yis chos kun ston par byed:_khyad par tsit+ta nas 'brel ba'i:_dar skud ba men rwa yi kha:_dbang po'i mig la zug pa ste:_de ni chos nyid kun gyi lam: zhes so:_,18,rtsa'i gtso bo gsum la ni/_/yal ga grangs las 'das pa gyes/_/thad so dbang po'i sgo don byed/_/de'i chos kun ston byed cing /_/khyad par tsit+ta nas [69] 'brel ba'i/_/dar skud ba man rwa 'dra'i kha/_/dbang po'i sgo la zug pa ste/_/de ni chos nyid kun gyi lam/_/,,66292,68941,69202,455307,455579
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_yid dpyod tshig phyir ma lus par:_mngon sum 'char ba'i sgo ni mig:_gzhan la de ltar ma yin no:_zhes so:,18,yid dpyod tshig phyir ma lus pa/_/mngon sum 'char ba'i sgo ni mig_/gzhan la de lta ma yin no/_,,17805,69269,69363,329455,329574
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las: rkyen bral gsum la 'char bar 'gyur:_ces pa dang :_,18,rkyen bral gsum las 'char bar 'gyur/_/,,58841,69502,69540,456127,456193
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_de ltar bla mas ngo sprad pas:_rgyangs zhags las ni sgron ma shar:_yul snang rang mdangs nyid du gsal:_de nyid shes rab sgron ma yis:_yid dpyod theg pa'i sgro 'dogs chod:_dngos su thig le sgron mar shar:_'khor 'das zang thal nyid du chodaH:_rnam dag dbyings kyi sgron ma yis:_nyams kyi snang ba gong 'phel lo:_zhes pa dang :,18,de ltar bla mas ngo sprod pas/_/rgyang zhag las ni sgron ma shar/_/yul snang rang mdangs nyid du gsal/_/de nyid shes rab sgron ma yin/_/yid dpyod theg pa sgro 'dog chod/_/dngos su thig le sgron ma shar/_/'khor 'das zang thal nyid du chod/_/rnam dag dbyings kyi sgron ma yin/_/nyams kyi snang ba gong 'phel lo/_,,56388,69643,69953,456415,456755
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las:_yul du sgron ma dag la ni:_lam snang rig pa lu gu rgyud:_lam snang lhun grub rig mdangs lnga:_lam snang thugs rje dbang por gsal:_ces pa dang :,18,yul du sgron ma dag la ni/_/lam snang rig pa lu gu rgyud/_/lam snang lhun grub rig mdangs lnga/_/lam snang thugs rjes dbang po gsal/_/,,44709,69954,70088,456939,457098
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,klong gsal las: bden pa mthong ba'i gang zag gis:_dang po'i sa nas bcu drug bar:_rim par nyams su blangs pas byung :_gzhan dang sgo bstun gnas skabs kyi:_yon tan 'bras bu'i thob tshul lo:_zhes so:,18,bden pa mthong ba'i gang zag gis/_/dang po'i sa nas bcu drug bar/_/rim par nyams su blang bas 'byung /_/gzhan dang sgo bstun gnas skabs su/_/yon tan 'bras bu'i thob tshul lo/_/,,52981,71620,71796,459816,460012
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,1,de yang klong gsal las:_ngo bo stong gsal ye shes sku:_rang bzhin thugs rje phyogs ris med:_dbyer med chen por ye sangs rgyas:_zhes dang :,18,ngo bo stong gsal ye shes sku/_/ [72]rang bzhin thugs rje phyogs ris med/_/dbyer med chen por ye sangs rgyas/_/,,65559,72150,72261,460931,461069
5,33,snying thig gsang ba'i yang bcud snying po gsal ba'i me long,2,e ma mkhas pa shrI seng ha yis:_mkha' 'gro klong gsal nyi ma'i rgyud:_bcu bdun rgyud rnams bdag la gtad:_g.ya' ri gong gi brag phug tu:_tshe yi rig 'dzin bsgrubs shing bsgoms:_spros med mya ngan 'da' don du:_rgyud kyi khong snying gdams pa phyung :_ye shes mtsho rgyal nyid la gtad: gzhan yang rgyal po la sogs pa:_skal ldan slob bu mang lags kyang :_'di nyid tshig tsam brjod pa med:_bi ma mi tra 'byon dgongs nas:_bco brgyad rgyud dang gdams par bcas:_ma 'ongs skal ldan don du ni:_bum thang seng ge'i brag la sbas:_snyigs mar 'gro don rgya chen 'byung :_,,,,73679,0,0,463613,464170
5,34,rnal 'byor bzhi las lta ba'i rnal 'byor,0,klong gsal las:_phyi nang gsang ba thams cad kyang :_ngo bo nyid du mthong zhing rtogs:_zhes so:,,,,49427,0,0,466789,466885
5,35,thun bzhi'i rnal 'byor las sgom pa'i rnal 'byor,0,klong gsal las:_sgom gyi ngo bo gsum yin te:_bsgom bya sgom byed thabs kyi bsgom:_zhes so:,,,,98043,0,0,470004,470094
5,38,zhal gdams gsang ba'i dum bu,2,rigs bzhi'i mkha' 'gro ma mo 'khor bcas la:_khyad du 'phags pa klong gsal nyi ma'i rgyud:_bshad de brgyud nas shrI seng ha yis:_'di rgyud bcu bdun bcas pa bdag la gtad: !,,,,73134,0,0,507349,507519
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_ye shes nyid las ma rig 'khrul:_ces pas:_,,,,43157,0,0,510680,510737
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_lhun grub gdangs la rig 'dzin 'thas:_de las 'byung ba lnga ru grub:_de yang rig rtsal khyab pa'i phyir:_so so'i byed las rtsal dang ldan:_ces so:,,,,15697,0,0,512402,512563
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las_zhugs nas don te sprul pa'i sku:_zhes so:,,,,54899,0,0,519180,519236
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_thog ma'i gzhi las 'khrul pa'i rtsal: 'byung ba 'dus pa'i dkyil 'khor ni:_rtsa rlung dngas ma dbyer med las: rgyal ba'i sa bon yi ger gnas:_'khor lo lnga la sdewayab yum tshul:_rtsa gsum ro ma rkyang ma kun d+haRa ma las ni sku gsum nyid:_phyi ltar phung po lnga 'du shes 'du byed tshor ba gzugs rnam par shes pa lnga nyid la:_nang ltar nyon mongs dug lnga 'o:_gsang ba ltar na sku lnga ste:_yang gsang ye shes lnga nyid do:_phyi ltar 'byung ba lnga nyid la: nang ltar yum chen lnga nyid do:_gsang ba ltar na mkha' 'gro lnga:_yang gsang shes rab lnga nyid do:_phyi ltar 'khor lo lnga nyid la:_nang ltar thig le 'byung ba'i dngas ma lnga yin te:_gsang ba yi ge mahrIHharI ni salnga yin te:_yang gsang DAk+ki sde lnga'o:_rtsa khams thamasacad dpa' bo dang :_mkha' 'gro yab yum rgyal ba'i zhing :_lus 'di rgyal ba'i dkyil 'khor dngos:_zhes pas:_,,,,83205,0,0,523831,524689
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_sangs rgyas DAk+ki'i zhing khams su:_pad+ma DAk+ki'i me long la: rin chen DAk+ki'i sgo phye ste:_sgo la las kyi DAk+ki 'byon:_rdo rje DAk+ki chos dbyings mngon sum ston:_zhes so:_,,,,86983,0,0,527412,527607
5,38,zhal gdams gsang ba'i dum bu,0,klong gsal las:_dang po 'od las 'byung bar 'khrul:_'khrul pas snod bcud gzugs su grub:_da ni rig pas 'khrul pa dag:_'byung ba ye shes ngang du dngas:_lhag med nyid du bud+d+ha 'o:_gzhan la de ltar ma yin no:_zhes so:,,,,50528,0,0,529159,529375
5,39,gnad kyi gdams pa lnga pa,1,klong gsal rgyud dag las:_phyi nang gsang ba la sogs pa: dar gud 'pho 'gyur 'byung ba'i las:_zhes pas:_,99,phyi nang gsang ba la sogs pa'i/_/dar rgud 'pho 'gyur 'byung ba'i las/,,28363,255546,255616,539790,539893
5,40,DAk+ki'i lam 'bras kyi skor,0,klong gsal las:_mtshan dang ldan pa'i rig ma dgos:_mtshan ngan 'phrad na dmyal bar ltung :_de phyir brtag pa'i thabs bstan no:_zhes pas:,,,,71175,0,0,561879,562015
5,41,zhal gdams gnad kyi phreng ba,1,kun tu bzang mo klong gsal nyi ma'i rgyud las:_rtsa zhig rtsa zha rtsa rgud gsum:_bde ba med pas spang bar bya:_zhes pas:,99,rtsa zhig rtsa zha rtsa rgud gsum/_/bde ba med pas spang bar bya/,,72075,255683,255748,571785,571906
5,41,zhal gdams gnad kyi phreng ba,1,de yang klong gsal las:_phyi nang gsang ba'i rtags tshang zhing :_dri zhim skad snyan yid 'ong mdzes:_bde ba'i mdangs ldan chos la mos:_gsang thub shes rab che ba 'o:_zhes so:,99,phyi nang gsang ba'i rtags tshangs zhing /_/dri zhim yid 'ong skad snyan mdzes/_/bde ba'i mdangs ldan chos la mos/_/,,73731,255750,255866,573031,573206
5,41,zhal gdams gnad kyi phreng ba,0,de yang klong gsal le'u brgyad pa nas:_skyon spang yon tan ldan pa brten:_'bras bu gnas skabs mthar thug go:_zhes so:_,,,,39689,0,0,574943,575061
5,41,zhal gdams gnad kyi phreng ba,1,klong gsal las:_pho nya thag ring jag pa 'dra:_zhes pas:,99,pho nya thag ring jag pa 'dra/,,69178,255939,255969,575756,575812
5,42,Dak+ki gnad thig,1,de yang klong gsal las:_phyi nang gsang ba la sogs pa:_dar gud 'pho 'gyur 'byung ba'i las:_zhes pas:,99,phyi nang gsang ba la sogs pa'i/_/dar rgud 'pho 'gyur 'byung ba'i las/_/bla ma'i zhal las shes par bya/_/,,44982,255546,255651,578260,578360
5,44,zhi ba bar do lam gyi mtshan nyid,2,bdag 'dra pad+ma 'byung gnas kyis:_klong gsal nyi ma'i rgyud dag las:_rdo rje lam gyi mtshan nyid bsdus:_rdo rje sems dpa'i gsang lam 'di:_las can cig dang 'phrad par shog:_rgya rgya rgya:_,,,,75850,0,0,598609,598798
5,44,zhi ba bar do lam gyi mtshan nyid,1,klong gsal las/_dus gsum sangs rgyas thams cad kyang /_/b+ha ga'i dbyings nas rang byung ste/_/chos rnams kun gyi 'byung gnas nyid/_/b+ha ga 'char bas na:_chos nyid kyi bar do zhes bya'o:_,11,dus gsum sangs rgyas thams cad kyang /_/b+ha ga'i dbyings nas rang byung te/_/chos rnams kun gyi 'byung gnas nyid/_/b+ha ga gsang sngags kun gyi gnas/_/bde chen ye shes 'byung ba yin/,,24779,36909,37092,611544,611732
5,45,khro bo bar do gnad kyi sgron ma,0,bar do'i spyi bzhag la bzhi ste:_klong gsal nyi ma'i rgyud dag las:_bar do'i dbye ba sa mtshams dang :_gnas lugs snang lugs bzhi nyid do:_zhes so:,,,,68370,0,0,617769,617915
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_'chi rkyen nad kyis 'byung ba 'khrugs:_lus ngag yid la sdug bsngal lo:_zhes pas:_,,,,49170,0,0,618755,618852
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_bdag 'dzin lus kyi rten bor nas:_chos nyid don la spyod pa'o:_zhes pas:,,,,49147,0,0,618938,619025
5,45,khro bo bar do gnad kyi sgron ma,0,_klong gsal las:_bar do'i gnas lugs rnam pa bzhi:_rigs drug snang tshul so sor snang :_sdug bsngal ye shes phyad phyod nyid: ces so:_,,,,64390,0,0,620248,620381
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_de tshe sgra 'od zer dang 'khrigs:_sku yi snang bas skrag par byed:_ces pas skad cig ma de la lus bor ba'i gnad kyis:,,,,29318,0,0,624704,624837
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_de ltar snang ba de dag la:_rigs lnga yab yum tshom bur gsal:_dpag med grangs las 'das pa la:_kha dog phyag rgya rgyan dang ldan:_gdan khri bzhugs tshul cha mnyam pa:_lnga lnga'i tshul du mthud 'od kyis bskor:_yab yum so so'i cha 'dzin pa:_sems dpa' dang ni sems mar bcas:_dkyil 'khor gcig rdzogs nyid du 'char:_ces so:,,,,19818,0,0,626698,627033
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_de tshe rang gi snying ga nas:_zer thag 'od kyi lu gu rgyud:_tshom bu'i thugs kar 'brel ba la:_de dag thig les rab brgyan pas:_shes pa zin pas bsam gtan skye:_zhes so:,,,,33729,0,0,627274,627457
5,45,khro bo bar do gnad kyi sgron ma,0,snga ma klong gsal las las:_de nas rang gi snying ga nas:_'od zer tshon skud sgril ba gcig:_tshom bu'i thugs kaRa 'brel bar snang :_de nas tshom bu'i sku de rnams:_rang la thim snyam snang ba 'char:_ces so:_,,,,23063,0,0,627492,627699
5,45,khro bo bar do gnad kyi sgron ma,0,klong gsal las:_'di nyid sprul pa'i zhing khams su:_rigs kyi bdag po rnam pa lngas:byin brlabs dbang bskur lung bstan nas:_las zad 'dzin pa dag 'gyur te:_bar do med par sangs rgya 'o:_zhes so:,,,,67858,0,0,633771,633963
5,46,bar do'i gdams pa 'byung ba 'dus pa 'bral ba rtags kyi rim pa,0,klong gsal las: 'degs byed don gyi rlung bros pas:_lus ni mi theg sgyid pa skyur:_yan lag mi 'dus smra ba dka':_mig ldog dbugs ni phyi ru phul:_bkrag mdangs bskyed pa'i rlung bros pas:_lus ham kha snar bal dud chags:_sha tsha kha skam gshin dri mnam:_dngas snyigs 'byed pa'i rlung brosapas:_bza' btung mi len lus stobs shor:_me dngamanyam pa'i rlung bros pas:_lus kyi drod ni mtha' nas 'chor:_bskal pa las kyi rlung bros pas:_lus la za zi phyad phyod lang :_rtsa phran khrag ni srog rtsar 'du:_zhes so:_,,,,19603,0,0,639325,639828
5,50,od gsal bzhugs so,2,bdag 'dra pad+ma 'byung gnas kyis: gang zag las can don du ni:_klong gsal nyi ma'i tan tra las:_steng sgo 'og sgo bar sgo dang :_bar do 'od gsal 'pho ba rmi lam gyis:_tshe 'dir sangs rgyas thob bya'i phyir:_yang zab gnad kyi gdams pa btus:_las can cig dang 'phrad par shog:,,,,84664,0,0,659349,659622
6,7,khregs chod ngo sprod mtha' grol klong yangs bzhugs so:,1,klong gsal las:_theg pa'i chos rnams ngo bor rdzogs:_ngo bo chos rnams kun gyi donaH:_de med tshig sogs don med 'gyur:_ces so:_,4,thig le'i chos rnams ngo bor rdzogs/_/ngo lta _bo chos rnams kun gyi don/_/de med tshig sogs don med 'gyur/_/,,43314,6033,6142,715757,715884
6,7,khregs chod ngo sprod mtha' grol klong yangs bzhugs so:,1,klong gsal las: nyag gcig 'khor 'das kun gyi gzhi:_zhes so:_,4,nyag gcig 'khor 'das kun gyi gzhi/_/,,35207,5753,5789,716693,716753
6,7,khregs chod ngo sprod mtha' grol klong yangs bzhugs so:,1,klong gsal las:_sems las dran bsam rig pa'i rtsal: snang shes dag tu gyur tshad kun:_rig pa nyid las logs na med:_ces so: ,18,sems ni dran sems rig pa'i rtsal/_/snang shes dag tu 'gyur tshad kun/_/rig pa nyid ni log na med/_/,,42645,67094,67193,718552,718674
6,7,khregs chod ngo sprod mtha' grol klong yangs bzhugs so:,1,klong gsal las: nyag gcig 'khor 'das kun gyi gzhi:_rang byung ye shes rang las byung :_de shes ye shes tsam du brjod:_ces so:,4,nyag gcig 'khor 'das kun gyi gzhi/_/rang byung ye shes rang las byung /_/de shes ye shes rtsal du brjod/_/,,97513,5753,5859,27086,27211
6,9,thig le dangs snyigs 'byed pa dang :_rigs rgyud gzhag thabs lag len ,0,bzang po klong gsal nyi ma'i rgyud las:_byang chub sems kyis kun bslangs nas:_gzhan don lhur len sems dpa' yis:_sprul pa 'dzin la nyes pa med:_ces pas,,,,11714,0,0,734024,734174
6,10,bar do’i ngo sprod,1,de yang klong gsal las:_ka dag nam mkha' lta bu la:_lhun grub thugs rje nyi ma ltar:_'od zer stong pa dbyer med do:_zhes pa dang :,47,ka dag nam mkha' lta bu la/_/lhun grub thugs rje'i nyi ma shar/_/ngo bo stong pa dbyer med bzhugs/_/,,15341,151166,151266,737370,737500
